timestamp,elapsed_ms,rss_kb,vsz_kb,footprint_kb,event
2026-05-27T01:12:20.240Z,18956,3797072,426171600,3949174,
2026-05-27T01:12:20.491Z,19207,3810320,426171600,3959782,
2026-05-27T01:12:20.741Z,19457,3849632,426130496,4010934,
2026-05-27T01:12:20.999Z,19715,3885232,426130496,4029350,
2026-05-27T01:12:21.249Z,19965,3902512,426130496,4072758,
2026-05-27T01:12:21.490Z,20206,3953808,426130496,4109382,
2026-05-27T01:12:21.557Z,20273,3967552,426130496,4118678,compile:/[teamSlug]/[...catchAll]
2026-05-27T01:12:21.743Z,20459,3974752,426130496,4130966,
2026-05-27T01:12:22.013Z,20729,4043536,426130496,4206902,
2026-05-27T01:12:22.247Z,20963,4072528,426130496,4254326,
2026-05-27T01:12:22.504Z,21220,4112720,426130496,4325271,
2026-05-27T01:12:22.751Z,21467,4167328,428227648,4389575,
2026-05-27T01:12:23.000Z,21716,4202640,428227648,4431687,
2026-05-27T01:12:23.256Z,21972,4228592,428227648,4441303,
2026-05-27T01:12:23.504Z,22220,4252896,428227648,4506759,
2026-05-27T01:12:23.746Z,22462,4358880,428227712,4579863,
2026-05-27T01:12:23.998Z,22714,4389408,428227712,4613719,
2026-05-27T01:12:24.269Z,22985,4426784,428227712,4678199,
2026-05-27T01:12:24.501Z,23218,4453040,428227712,4691943,
2026-05-27T01:12:24.754Z,23470,4484400,428227712,4737063,
2026-05-27T01:12:25.003Z,23719,4589968,428227712,4830823,
2026-05-27T01:12:25.255Z,23971,4592176,428227712,4839255,
2026-05-27T01:12:25.508Z,24224,4610944,428227712,4887543,
2026-05-27T01:12:25.754Z,24470,4711280,428227712,4954055,
2026-05-27T01:12:26.032Z,24748,4723296,428227712,4987543,
2026-05-27T01:12:26.310Z,25026,4814512,428227776,5070903,
2026-05-27T01:12:26.516Z,25232,4827888,428227776,5070487,
2026-05-27T01:12:26.564Z,25280,4831072,428228496,5070487,compile:/[teamSlug]/[project]
2026-05-27T01:12:26.764Z,25480,4846416,428228496,5086023,
2026-05-27T01:12:27.020Z,25736,4862192,428228496,5114215,
2026-05-27T01:12:27.282Z,25998,4892032,428228496,5166343,
2026-05-27T01:12:27.521Z,26237,4973696,428228496,5224039,
2026-05-27T01:12:27.774Z,26490,5007584,428228496,5270727,
2026-05-27T01:12:28.016Z,26732,5069536,428228496,5318119,
2026-05-27T01:12:28.136Z,26852,5077088,428229072,5325527,compile:/[teamSlug]/[project]/[...catchAll]
2026-05-27T01:12:28.268Z,26984,5077248,428229072,5325511,
2026-05-27T01:12:28.517Z,27233,5076816,428229072,5325511,
2026-05-27T01:12:28.770Z,27486,5076816,428229072,5325511,
2026-05-27T01:12:29.020Z,27736,5076624,428229072,5325511,
2026-05-27T01:12:29.273Z,27989,5076624,428229072,5325511,
2026-05-27T01:12:29.538Z,28254,5076624,428229072,5325511,
2026-05-27T01:12:29.771Z,28487,5076624,428229072,5325511,
2026-05-27T01:12:30.025Z,28741,5076624,428229072,5325511,
2026-05-27T01:12:30.345Z,29061,5692224,428262160,6195896,
2026-05-27T01:12:30.586Z,29302,6244896,430425296,6560649,
2026-05-27T01:12:30.846Z,29562,6422768,430441840,6656825,
2026-05-27T01:12:31.081Z,29797,6523104,430441840,6747545,
2026-05-27T01:12:31.316Z,30032,6588192,430441840,6757401,
2026-05-27T01:12:31.538Z,30254,6618000,430441840,6792377,
2026-05-27T01:12:31.780Z,30496,6622864,430441840,6794729,
2026-05-27T01:12:32.111Z,30827,6624112,430455024,6795353,
2026-05-27T01:12:32.319Z,31035,6750560,431170528,6796185,
2026-05-27T01:12:32.537Z,31253,6947424,431170528,6797241,
2026-05-27T01:12:32.804Z,31520,6920992,430999856,6798825,
2026-05-27T01:12:33.047Z,31763,6789136,430825424,6799785,
2026-05-27T01:12:33.290Z,32006,6326976,430457376,5411433,
2026-05-27T01:12:33.536Z,32252,6327360,430457376,5373497,
2026-05-27T01:12:33.788Z,32504,6327360,430457376,5373497,
2026-05-27T01:12:34.039Z,32755,6327360,430457376,5373497,
2026-05-27T01:12:34.289Z,33005,6327392,430457376,5373497,
2026-05-27T01:12:34.541Z,33257,6327392,430457376,5373497,
2026-05-27T01:12:34.791Z,33507,6327392,430457376,5373497,
2026-05-27T01:12:35.041Z,33757,6327392,430457376,5373497,
2026-05-27T01:12:35.292Z,34008,6327392,430457376,5373497,
2026-05-27T01:12:35.543Z,34259,6327552,430457376,5373881,
2026-05-27T01:12:35.794Z,34510,6327552,430457376,5373881,
2026-05-27T01:12:36.044Z,34760,6327552,430457376,5373881,
2026-05-27T01:12:36.295Z,35011,6327552,430457376,5373881,
2026-05-27T01:12:36.546Z,35262,6327552,430457376,5373881,
