
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/webpack/webpack.js,0.1823749989271164,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/webpack/bundle5.js,25.689249999821186,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/loader-runner/LoaderRunner.js,0.2742079980671406,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/webpack-sources3/index.js,0.5590000003576279,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/neo-async/async.js,1.3322909995913506,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/acorn/acorn.js,3.733125001192093,uncached
/Users/feedthejim/Projects/vercel/next.js/test/e2e/app-dir/app/next.config.js,0.07941599935293198,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/next-config-validate.js,2.5801660008728504,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/ws/index.js,2.8315420001745224,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/node-environment.js,3.284707996994257,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/load.js,0.2960829995572567,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/encoding.js.text.js,0.03591600060462952,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/console.js.text.js,0.09279200062155724,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/events.js.text.js,0.12970900163054466,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/streams.js.text.js,0.27787499874830246,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/text-encoding-streams.js.text.js,0.04420899972319603,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/abort-controller.js.text.js,0.03554200008511543,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/url.js.text.js,0.17645900323987007,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/blob.js.text.js,0.15104100108146667,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/structured-clone.js.text.js,0.0635409988462925,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/fetch.js.text.js,2.3480000011622906,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/primitives/index.js,18.986042000353336,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/@edge-runtime/ponyfill/index.js,19.22683299705386,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/node-polyfill-form.js,19.50170800089836,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/node-polyfill-web-streams.js,0.054999999701976776,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/route-matcher.js,0.0929579995572567,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/request-meta.js,0.07783299684524536,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/lib/recursive-readdir-sync.js,0.06883300095796585,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/compiled/path-to-regexp/index.js,0.17516599968075752,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/path-match.js,0.44054200127720833,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/lib/redirect-status.js,0.07662500068545341,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/escape-regexp.js,0.031042002141475677,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/parse-relative-url.js,0.04699999839067459,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/parse-url.js,0.22808299958705902,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/page-path/ensure-leading-slash.js,0.023874998092651367,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/app-paths.js,0.1559159979224205,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/future/helpers/interception-routes.js,0.2967499978840351,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/shared/lib/router/utils/prepare-destination.js,0.9664589986205101,uncached
/Users/feedthejim/Projects/vercel/next.js/packages/next/dist/server/server-route-utils.js,1.4139580018818378,uncached
